path,emotion,gender
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-01-01-01-01-07.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-01-01-01-02-07.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-01-01-02-01-07.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-01-01-02-02-07.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-01-01-01-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-01-01-02-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-01-02-01-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-01-02-02-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-02-01-01-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-02-01-02-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-02-02-01-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-02-02-02-02-07.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-01-01-01-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-01-01-02-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-01-02-01-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-01-02-02-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-02-01-01-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-02-01-02-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-02-02-01-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-03-02-02-02-07.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-01-01-01-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-01-01-02-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-01-02-01-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-01-02-02-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-02-01-01-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-02-01-02-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-02-02-01-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-04-02-02-02-07.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-01-01-01-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-01-01-02-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-01-02-01-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-01-02-02-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-02-01-01-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-02-01-02-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-02-02-01-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-05-02-02-02-07.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-01-01-01-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-01-01-02-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-01-02-01-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-01-02-02-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-02-01-01-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-02-01-02-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-02-02-01-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-06-02-02-02-07.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-01-01-01-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-01-01-02-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-01-02-01-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-01-02-02-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-02-01-01-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-02-01-02-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-02-02-01-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-07-02-02-02-07.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-01-01-01-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-01-01-02-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-01-02-01-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-01-02-02-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-02-01-01-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-02-01-02-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-02-02-01-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_07\03-01-08-02-02-02-07.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-01-01-01-01-08.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-01-01-01-02-08.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-01-01-02-01-08.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-01-01-02-02-08.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-01-01-01-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-01-01-02-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-01-02-01-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-01-02-02-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-02-01-01-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-02-01-02-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-02-02-01-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-02-02-02-02-08.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-01-01-01-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-01-01-02-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-01-02-01-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-01-02-02-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-02-01-01-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-02-01-02-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-02-02-01-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-03-02-02-02-08.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-01-01-01-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-01-01-02-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-01-02-01-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-01-02-02-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-02-01-01-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-02-01-02-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-02-02-01-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-04-02-02-02-08.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-01-01-01-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-01-01-02-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-01-02-01-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-01-02-02-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-02-01-01-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-02-01-02-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-02-02-01-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-05-02-02-02-08.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-01-01-01-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-01-01-02-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-01-02-01-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-01-02-02-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-02-01-01-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-02-01-02-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-02-02-01-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-06-02-02-02-08.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-01-01-01-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-01-01-02-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-01-02-01-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-01-02-02-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-02-01-01-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-02-01-02-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-02-02-01-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-07-02-02-02-08.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-01-01-01-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-01-01-02-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-01-02-01-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-01-02-02-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-02-01-01-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-02-01-02-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-02-02-01-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_08\03-01-08-02-02-02-08.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-01-01-01-01-09.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-01-01-01-02-09.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-01-01-02-01-09.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-01-01-02-02-09.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-01-01-01-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-01-01-02-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-01-02-01-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-01-02-02-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-02-01-01-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-02-01-02-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-02-02-01-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-02-02-02-02-09.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-01-01-01-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-01-01-02-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-01-02-01-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-01-02-02-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-02-01-01-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-02-01-02-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-02-02-01-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-03-02-02-02-09.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-01-01-01-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-01-01-02-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-01-02-01-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-01-02-02-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-02-01-01-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-02-01-02-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-02-02-01-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-04-02-02-02-09.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-01-01-01-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-01-01-02-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-01-02-01-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-01-02-02-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-02-01-01-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-02-01-02-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-02-02-01-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-05-02-02-02-09.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-01-01-01-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-01-01-02-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-01-02-01-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-01-02-02-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-02-01-01-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-02-01-02-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-02-02-01-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-06-02-02-02-09.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-01-01-01-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-01-01-02-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-01-02-01-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-01-02-02-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-02-01-01-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-02-01-02-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-02-02-01-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-07-02-02-02-09.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-01-01-01-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-01-01-02-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-01-02-01-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-01-02-02-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-02-01-01-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-02-01-02-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-02-02-01-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_09\03-01-08-02-02-02-09.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-01-01-01-01-10.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-01-01-01-02-10.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-01-01-02-01-10.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-01-01-02-02-10.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-01-01-01-10.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-01-01-02-10.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-01-02-01-10.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-01-02-02-10.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-02-01-01-10.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_10\03-01-02-02-01-02-10.wav,calm,female
